name	count
RENE OSKAR ADRIAN	1
ALBERT ANDREAS	5
BERTHA TERESE	1
ABEL THEODOR	1
MARIANA ELISABET	1
INGA MARTA	17
TEODOR	29
GRETA ELIAB	1
CATHARINA EUPHROSYNA	3
BRITH CATHARIN	2
EDVALD	2
OL. NIC.	1
EBBA OLIVIA	1
OLOF SIGNARD	1
EVA SADURA	2
EDVALL	2
PETTER EDWARD	1
SAMUEL AD.	1
ANTONIETTA KATARINA ANNETTE	1
OSKAR ¤	1
LINA AMALIA	2
NAEMA CHRISTINA	4
MARGR. KRIST. ELISABET	1
INIS OTTILIA	1
KAJSA LINA	1
ERIKA JOHANNA ANDRIETTA	2
MARG. ER.	2
BR. AMANDA	1
ADOLF ROBERT	3
FRIDA KRISTALIA	1
HJALMAR GUSTAF ADOLF	1
ANNA CATH:	9
HULDA JULINA	1
FALE	1
CHRISPIN	1
JOH. GUSTAFVA VIKTORIA	1
SELMA HENRIETTA	7
KARL AUG. RAGNAR	1
JOHAN BIRGER	24
OLIVIA KAROLINA	23
OLIVA JOHANNA	1
AGNES ANNA MARIA	1
NAËMI DESIDERIA	1
KRISTINA INGEBORG	10
CARL OSKAR ERNST	3
TURE ALBIN	1
ANNA CATH.	192
ELSA MARIA ANTOINETTE	1
JAN FREDR	1
HENRIC OL.	1
MARGRETA ANDRETTA	1
ANTONIETTA LOVISA	1
CARL OL. GEORG	1
HELGE LEVI	1
SEGRIN BRITA	18
PER ANDREAS	36
LILLY TERESE	1
BROR KARL	20
TOJNE AINA OSKARIA	1
HEDVIG CATH.	1
PER KRIST.	2
OLGA PAULINA	7
TEOD. KRISTIAN	1
HERTA INGEBORG	1
HILMA ALINA	2
YNGVE GUNHILD	1
MARGARETHA OLIVIA	2
HULDA SEREFIN	1
MATILDA MARG.	1
AND: JOH.	1
VILMA GUSTAFVA	1
OSKAR ZACKARIAS	1
ABR. OSKAR	3
ALFA NAEMI	2
HERIBERT LEANDER	1
BROR JOHAN ERLAND	1
GOTTFRID VILLEHAD	1
MICHAEL ALFRED	4
KAJSA LISA	228
ERIK DAWID	5
EMILIA SOFIA KAROLINA	1
INGEBORG AXELINA	1
AGNES NATALIA KRISTINA	1
HJALMAR VILLGOTT	1
OTTO WILHELM	19
AGATA FREDRIKA	4
ANETTE KRISTINA	2
EBBA OTTILIA ADELINA	2
GOTHFRID	1
FANNY ELVIRA	5
J. GUSTAF	1
FRANS WALDEMAR ALEXANDER	1
OLOF OSKAR MANFRED	1
ANDERS NICANOR	6
ERIK ELOF	1
MIMMI OTTILIA	1
MARIA CHRISTIN	2
JONAS FREDRIK ALEXIUS	1
MARTA CATRINA	1
JUSTINA CAT.	1
MANY OTTILIA	1
JOHANNA VIKTORIA	43
HANNA EMELINDA	5
SEGN BRITA	1
GÄRDA AMALIA CHRISTINA	1
ANNA WILHELM. THERESIA	1
SELMA SOPHIA	1
KRISTINA ELISABET AMELIA	1
INGIAL	73
FREDR. WALENTIN	1
JAK. FREDR.	1
KAROLINA EUFROS.	1
EMMA AGNETA	1
OLAVA	2
GUST ALB.	1
JAK. OLOF	2
GUSTAF EDVIN LEONTINUS	1
MATILDA LOVISA	40
MATILDA MARIA	21
EMILI LOVISA	1
KARL GUSTAF LAURENTIUS	1
SIGNER GUSTAF EUGÉN	1
HEDDA ALFRIDA	1
OLAUS	349
ISAC LUDV.	2
VALBORG TORBORG KRISTINA	1
CARTEN WILH.	1
JOH:A ALBERTINA	2
JOSEFINA MAGD.	2
PER MATS OLOF	1
EDDA JOHANNA	1
SAMUEL SIGFRID IRENIS	1
DAGMAR LINNEA	4
KRISTINA MARGRETA WILHELMINA	1
KARL OSVALD	1
ANDERS[SON]	1
LYDIA ULRIKA	4
JACKOB AUGUSTINUS	1
HANNA OLIVIA NATALIA	1
KRISTINA MAGRETA	1
PER OTTO TEODOR	1
MARTA CATR.	1
CARL FREDRIK WILH.	1
MARTIN ANDR.	5
CHRIST. AURORA	1
ERIK HILDEBRAND	1
EUPHROSINA MATHILDA	2
INGEBORG MÄRTA ADELIA	1
HEDDA AMANDA	2
JONAS PETTER ANSHELM	1
HANS PEETTER	1
INGRI KATARINA	1
MÄRTHA ER	1
ANDERS OL. AUGUST	2
NILS MATIUS	1
LAUR. STINA	1
FRANS ALGOTT	9
(ETT DÖDFÖDT FLICKEBARN)	1
UDDO FERDINAND	4
MÄRTA MAGDALENA	86
JOHAN MALKOLM	1
FREDR. CHARL. EUGENIA	1
ESTER AXELINA	2
MÄRTHA E.	2
NIKLAS AUG.	1
JOHAN FREDRIK LEONARD	1
JAKOB WILIAM	1
SALEMON JOHANNES	1
HELGE ALLAN FILEMON	1
WILHELM VIKTOR	1
LARS ALFON	2
HAMPUS VIKTOR	2
(AUGUSTA)	1
HJÖRDIS MARIA	1
OSCAR PETER	1
AMANDA OLIVIA	14
GULICH NICLAS	1
L. (P.)	1
MARI BARB.	1
VILHELMINA PETRONELLA	1
PEHR LUDVIG	29
EWALD TEODOR	1
MÄRTHA H.	1
JOHAN HELBERT	1
JNAS	2
MÄRTHA MARGARETA	2
PEHR LUDVIK	5
ANDRETTA	2
CHARLOTTA INGEBORG	2
JOHAN WOLRAD	2
SIGRI CATHARINA	4
AD. ANDREAS	1
LARS JOHAN EUGEN	1
AMANDA GENOVEVA	2
EMMA CAROLINA	209
ADA ZIPPORA	1
FRITZ ALFRID	1
CHRIST. MARG.	7
KARL HERMAN FRITZ	2
OSSIAN LITZLE	2
GUNNILA MARIA	2
JAMES ARTHUR	1
SYSTER ANGELIKA	1
ADA ELIDA	2
BERNHARD ARTHUR TEODODARD	1
DAGNY INGEBORG CHARLOTTA	1
NILS NICOLAUS	4
ANDREAS WALFRID	4
LOVISA ULLRIKA AMALIA	1
JULIUS LAURENTIUS	2
HEL. KRISTINA	1
MANNE RUDOLF	1
EMMA CAROLINE	1
VIKTOR FRIDRIK	1
LUDVIG TORKEL	2
LYDIA MARIA CHARLOTTA	1
TYKO LEONARD	1
BEDA ALFHILD	1
VILHELMINA KAROLINA	1
JUDITH LYDIA JOHANNA	2
KARL HENRIK AND	1
HELENA THERESIA	3
RUTH CHARLOTTA	2
[LARS] ISAC	1
EDVIN ALLAN	2
JOSEFINA EVELINA	4
VALBORG MARGARETA	7
SVEA SUSANNA DAVIDA	1
ELOF JOAKIM	1
VILLHAD THEOD.	1
ADA MARIA ELEONORA	2
FREDRIK CH.	1
AXEL ERIK LEOPOLD	1
KLARA ALTEA	1
HILDOR WIKTORIA	1
BEATA CHRISTINA CHARL:A	1
NILS PETER ARISSARKUS	1
(STINA) ANNA CHRISTINA	1
MATHIA EUGENIA	1
AMY KRISTINA	1
CARL HENRIK	34
PETRUS HUGO TEODOR	1
JÖNS	1364
BROR ARTUR VITALIS	1
MANNE POLYKARPUS	1
SAMUEL ARON	2
CARL HENRIC	23
GUSTAF FRANS	1
WALBORG MATILDA	1
ELIN ESTER ELISABET	1
LENA CAISA	109
PETRONELLA OLIVA	1
KAJSA JOHANNA	125
EMMY MÄRTA VIOLA	1
WILHELMINA AMANDA	10
HELENA KATAR.	9
INGRID KATTAR.	1
GUSTAF EINAR	18
GUSTAFVA DARATH.	1
OLOF PETER	315
KARL JOHAN VILHELM	1
GUST. FRITH.	5
OSKAR LAURENTIUS	2
ANNA MARINNA	1
¤LINA ELISABETH	1
MARIA HENRIKA	27
JOH. ABRH.	1
JUDIT AGDELIA JOHANNA	1
ELOF FRITHIOF	1
BROR GUSTAF TORE	1
JOHAN HARALD AUGUSTIN	3
SEGRI MAR:	1
INGA MARGAR. LAURETTA	1
GERALD	1
NANNY SOFIA ZENOBIA	1
TORA KAROLINA	4
SARA SECILIA	1
HILDEGARD AQVILIA LINDA	1
SYSTER JULIA	2
KARL BIRGER NIKOLAUS	2
¤RINA ERIKA	1
OSCAR FRITHIOF	4
LARS ALFR.	10
SALLY GUSTAVA	1
KAROLINA MAGDL.	1
CHRISTINA CATHARINA LUCINA	2
ANDREA NOVA	2
NANNA KRISTINA	8
MÄRTHA K.	2
MARGARETHA CHR.	2
DANIEL JAKOB	1
(LOVISA) ULRIKA	1
ERIK LEO TEODOR	1
N. AUG.	2
ALEXIUS FREDRIK	1
MATH. SEVERINA	1
INGR. GRETHA	1
GERDA SOFIA PAULINA	1
L¤ ¤TA	1
ALBERTINA KATARINA	8
AGNES AMANDA	7
JOHAN FRIDOLF PETRUS	1
KRIST MAR¤	1
MARIA CHRIST. MARGARETHA	22
EMMA EUFROSINA	2
ERIK JONAS BERNHARD	1
CATRINA	1288
CAHTRINA	3
ANNIE LAURA	1
ZACHR	3
NANNY ALVINA	1
MANFRED EMANUEL	1
CATRINE	2
ETHEL KATARINA	2
MAGDALENA GUST.	1
JENNY ALEXIA	2
KATHRINA ELISABETH	1
SOFIA KORANDINA	1
STINA WILH.	1
FRITZ AMBJÖRN	1
CARL JOHAN ADOMIRAM	1
KRIST. PETRON.	1
NILS GUSTAF VILHELM	1
JOHAN SIGURD	35
AUG. WILHELM	3
JONAS ANDRÉ	1
WENDLA KAROLINA	13
KARL MAGNUS ADOLF	1
ER. SAMUEL	1
MATIAS ALEXANDER	1
H.MARTIN	1
CAJSA	824
JON MIKAEL	3
SAMELL	2
GREGORI FRANS OSKAR	2
SVEN HOLGER	2
AMY KAROLINA	2
ATON	1
ADINA PAULINA	1
NILS IWAR	1
AXEL GUSTAF AUGUST	1
PETTER HILDEBRAND	1
ALGOT WILLEHAD	1
JOSEFINA WILHELMINA MARIA	2
BRIGITTA CELINA	1
LINA OLIVIA	1
ARMIDA	1
GUTTY NIKITA OLIVIA	1
JONAS PETRUS FERDINAND	1
INGEBORG ALBERTINA	1
SARA SAM.	1
OLOF HENDOR	1
MARTA FREDRICKA	2
CHRIST: CATHARINA	2
DAGMAR GUSTAVA ELISABET	1
[MARIA] EVA AMANDA	1
HJALMAR EDWARD	1
ISAK ERHARD	1
CATHARINA MARGRETA	173
HILDA JOHANNA ELISABET	1
KLAA GUSTAFVA	1
MARGARETA ELINA	9
ERIK CHARLES ERLAND	1
ERIK EFR.	1
ERIK HERM.	1
RICHARD JULIUS	4
BENGT GUSTAF ARTUR	1
JOHAN YNGVE THEODOR	1
DAVID GUSTAF GEORG	1
OSCAR SIMON	1
KNUT EDVARD WILLIAM	1
AUG. FERDIN.	3
SIGRID ZENOBIA	1
SETH VILGOT	1
KARL ERIK MARCELLUS	1
JONAS ANDR.	3
ELSA KATARINA MÄRTA	1
ER. JAK.	1
NAEMI KAROLINA	1
NANNA NIKOLINA NATALIA	1
OLOF SIMON	13
PER HJALMAR ANSELM	2
JOH. ABRAM	4
HILDA FERDINANDA CHARLOTTA	1
ELISABET KRISTINA ALBERTA	2
THEDA KAROLINA	1
JOH:A REGINA	1
BEDA VILHELMINA NIKOLINA	2
INGB. CAJSA	1
ALEXANDRA ELYDIA	2
ADA ELINA	2
EBBA KAROLINA VIKTORIA	1
HULDA EMELINDA	4
ESAJAS	29
ERIK ISAC	2
JONAS ANDRO	11
LOVISA KAROLINA	74
DET. AM.	1
KAT:A KRIST:A	1
RUTH RANGHILD FREDRIKA	1
DAVID FRITIOF	2
KAJSA ELVIRA	1
KATRINA HEDVIG	2
JONAS ANDRS	1
ENK KONRAD	1
JOHAN ERNST EMIL	1
GEORG KONRAD	1
ESTER ELVIRA VIKTORIA	1
ALFRED THEODOR	10
ANNY EDLA MARIA	1
MAT. ELISAB.	1
ANDRIAS AUGUST	1
AXEL GUSTAF SAMUEL	1
¤LBERT	5
VIKTOR SIGFRID	1
ADINA MATILDA	1
INGIRD	1
HENRIK HELMER	2
JOHANNA ESKILLINDA	3
GRETA ELIS.	1
AGDA MEDORA	2
SARA CHATHRINA	1
MARGARETA ELISA	1
HILMA JOHANNA EUGENIA	2
ANNA [ERICA] MARGARETA	1
JOHANNA AUGUSTA FREDRICA	1
CHRIST. MARIA	6
FRITS BRUNO	1
TYCHO AUGUST	1
CHRIST CAROL.	1
AUGUSTA FREDR.	1
ERIK ISAK	8
GRETA ELISA	2
JAKOB HARALD VALDEMAR	1
AMANDA AURORA LEONTINA	2
N. JOH.	15
CHARLOTTA MARGR.	5
HANS PETRUS	2
ISAC PETTER	27
LINUS ANDREAS	3
BIRGER SEVERIN	2
FREDRIK GUSTAF ADOLF	2
ISOLINA HELENA	1
MARGARETA ELIS.	3
HELLEVI MARIA	1
MARGRETA AURORA	6
LARS GUSTAF HENNING	3
HLDA EMILIA	1
KARONIE VILHELMINA	1
ANDREAS WALDEMAR	1
GUSTAF BRYNHOLF	1
CHRISTINA JOSEFINA ELISABET	1
BERTHA EUFEMIA	1
ELIS ANDERS	3
SETH EMANUEL	1
JOHA GABRIEL	1
INGJAL	2
NILS OLOF WILHELM	1
ANNA PETRINA	5
HENNING GUSTAF TEODOR	2
CATHAR. HELENA	4
ELINA ALBERTINA	1
DIANA WILHELMINA	1
HUGO ALBERT	1
AUGUST NIKOLAUS	1
GÖTA VALBORG	2
OLGA EUFEMIA	2
ERIK HAMPUS VALDEMAR	1
ANNY JOSEFINA	3
MARIA ADOLFINA JOHANA	3
HANNI SABINA	1
HILLERI CONSTANTIA	1
ANNA ROSALIA LEVENTINA	1
SEGRID SOPIA	2
SYSTER SOFIA	5
NICOL.	1
SIGURD GUNNAR	1
OTTO LAURENTZ	2
ANDERS JOHAN WALLENTIN	1
SIGNE EUFROSYNE KRISTINA	2
CHARLES FRITIOF	2
CATHRINA AMANDA	2
NILS GOTTFRID	27
KARL EMIL ANDREAS	1
ELISABET GRETA	2
STEFAN JOH.	1
EUFROSYNA VIKTORIA	4
OLOF HILDING OSSIAN	1
JOHAN EMANUEL THERENIUS	1
SELMA MARIA ALEXANDRA	1
UNO WALFRID	1
FRITZ KUNO	1
OL. JOAKIM	1
NORA INGEBORG	1
AND ALFR.	1
OTTO ADOLF	1
ASTRID MARIA	29
MARGRETHA KATARINA	1
KRISTINA ANNA MARIA	2
IDA KRISTINA NIOLINA	1
LETTY SERAPHIA JUSTINA	1
JOHAN VALFRID	155
CAROL. ALB:A	1
NICKANOR	1
ESAIAS	146
EMIL MANFRID	1
BROR DANIEL	13
MARGRETA NIKOLAVA	2
¤HAN ALFRID	1
SVEN LINUS	2
VERA MARGRETA	3
KLARA JOH:A	1
EUFROFYNE MATH. MARIANA	1
JOHANNA ISABELLA	9
SOPHIA JULIANA	1
PAUL VIKTOR	2
JOHANNA AXELINA	3
BENGT FILIP	1
FRANS OSCAR SEVERIN	1
VERNER WALDEMAR	1
SYSTER CAROLINA	1
PER EINAR ANTOLIUS	1
ELIS. MARIA	9
KUNO VALDEMAR	2
JOH. HERM.	1
JÖNS PRIMUS	1
KRISTOFFER HENNING	1
JOHAN ARV.	1
ANNA SERAFIA EULALIA	1
FRANS OSKAR TEODOR	2
AMANDA JOSEFINN	1
BEDA JOSEFINA EMILIA	1
BRIITA STINA	1
CATH. MAR.	3
KLAS EMIL	8
JOHANNA ARISTOCKUS	1
OLINA CHARLOTTA	1
ANNA CHRISTINA OLIVA	2
ALLAN BRUNO HILDING	1
ELSA KATARINA	18
INGRE BRITA	1
CHARLOTTA EUFROSYAN	1
AMANDA JOSEFINA	56
ERIK WILHELM FRIDOLF	1
SIMON KRISTOFER	1
ABRAHAM JONAS	2
KATR. ULRIKA	2
JAK. P.	1
E. S. J	1
LARS CHRISTOFER	3
AND. GUST. (AND)	1
JAK. OL	1
BEDA ROSALIA	1
SARA SARA	2
ANNA CONSTANTIA	16
AMANDA JOSEFIN.	1
AXEL VITALIS	1
EGNAR ANDREAS	1
AANDERS EUGENE	1
MARIA AMELINA	1
OLOF ABRAHAM FOLKE	1
NILS ARTUR	42
ERIC ÄL:RE	1
GRETA KATHAR.	1
ISAC HENRIC CONRAD	1
MAGLENA FREDR.	1
ALGOT JOHAN GUSTAF	2
KLAS MATHIAS	1
JOHAN EMIL CHRISTIAN	2
JOHAN FREDR. JULIUS	1
PEHR FRITIOF	2
EDLA ERIKA ELISABETH	1
ANNA CONSTANTIN	1
(DÖDF. GOSSEBARN)	5
SIGRID AMALIA	9
TYRA EBBA AXELINA	1
HELENA CATHARINA CHRISTINA	6
JÖNS PETH. LEONARD	1
WILHELM	302
JULIUS B. LEOP.	1
PEHR CHRISTOFFER	2
AUG:A MATILDA	3
SIGNILD KRISTINA	1
AND.PETER	2
¤ SON	2
RAGNHILD MARIA EUGENIA	1
SVEA INGEGERD	1
BERNHARD REINHOLD	2
JOHANNA HELENA	62
ANDREAS LEANDER	9
NILS AUGUST ERHARD	1
CATH. MARI	1
ABRAM ANTON	15
ADOLF ANTONI	1
OSSIAN ANTONIUS	1
PETTER WIKTOR	1
SELMA CHARLOTTA MARIA	1
JAC. SAMUEL	1
OLGA ALINE	2
MARI GRETA	1
ULLA ALBERT	2
BERETH ANNA	1
VENDELA SOFIA	3
AGNES ZERAFIA VILHELMINA	1
FREDIKA MARIA	1
ESTER ANTONIETTE	1
SARA ANNA	5
ELIN MARIA KRISTINA	2
JOHN SELMER	1
BRITA INGA SOPHIA	1
GREG.	2
GUSTAF ARTUR ALEXANDER	1
GUSTAFVA ELIS.	1
KAROLINA JUST.	1
GUSTAF ANTON	253
TERISIA INGEBORG	1
CATH. CHARLOT.	3
JONAS ANDER	1
MIMMI VIKTORIA	1
VIVA GUNILLA	1
MARIANA AURORA	2
SIGRID PETRON.	2
FRIDOLF VIKTOR	1
GERDHARD WILHELM	1
EMERENTIA ERIKA	6
NICOD:	1
WILHELM RAGNAR	1
¤LFRID	1
MARKUS ROBERT	8
ADDY MARGRETA	1
IDA GÖTHILDA	1
MARRY HELENA	1
ELIS BERNHARD FREDRIK	1
OSKAR HALFDAN	1
KARL ROBERT SEVERIN	2
NICOD.	7
¤OHANNES	1
SETH GUSTAF	2
ISRAËL ANTON	1
ELIS MANFRED	1
EMELIE ELISABET	3
DÖDFÖDT DOTTER	1
WILHELM GUSTAF	2
GUSTAF RICHARD YNGVE	1
LEVIDA VILHELMINA SOFIA	1
ULRIKA KRIST.A	1
EVA [AGATHA] CAJSA	1
ELISABETH ALBERTINA	9
ELIN KAROL.	2
ER. VALFRID	1
JOHANNA MARGRETHA	19
WIKTOR EINAR	1
ROSINA WILHELMINA	1
APPOLLONIA CATTARINA	1
ARTUR VILHELM	2
JOHANNA MARGRETHA MATILDA	1
GUSTAF ADIN	1
ARWID ADRIAN	1
(FREDRIK) FRIDRIK	1
¤A LOVISA	13
JONAS FRIDOLF	2
HILMA JOSEFINA	45
ANNA KRISTINA VICTORIA	1
(JOHAN FREDRIK)	1
MIMMI VIKTORIA CORNELIA	1
AUGUST OLOF	1
RUTH EUFROSYNE	1
JONAS LEANDER	25
RUTH EUFROSYNA	1
ELVINA AURORA	1
ELISABETH HANNA EUPHROSYNA	1
YNGRE ERIC	1
HARALD ALEXIS	1
CATH. FREDR.	12
AMALIE ELIDA SERAFIA	1
ERIKA OLIVIA	24
LUDWIG	6
ULLA EUFROSYNA	8
OTTO MAURITZ	1
CHRISTINA ELISABETHA	1
HJALMAR SEBASTIAN	1
NANNY CHARLOTTA LEONTINA	1
HENNY TERESIA	3
TORA TILDA FREDRIKA	2
CARL TEOD.	1
EDITH CHARLOTTA	1
FRIDA KATARINA EDUNIA	1
MÄRTA HENRIETTA	4
¤ MALIN	2
NILS GUNDER	1
ANDERS OSKAR INGVALD	1
(MÅRTEN) MARTIN	2
NILS GUSTAF HELMER	2
JOH. FR:	2
FREDRICA [GUSTAF] JOHANNA	1
OLGA ALIDA	2
SIXTEN HELGE	1
OSCAR ELIAS	1
KATARINA JOSEF:	1
ALFA KRISTINA KONSTANSIE	1
KATARINA JOSEF.	1
CHRISTINA EMANUELLA	2
EVA SOFIA MARGRETA	8
BETTY REBECKA (REBECKA SADURA)	1
ELIS. MARG.	2
BEATA MAGL.	1
MÄRTA OLIFVIA	3
HELGA LOVISA	7
LILLY FRIDEBORG	3
ERICA CHRIST:A	1
JOH. FR.	133
[CARL PETTER] SALOMON	1
KATAR:A SOFIA	1
MÄRTHA A.	1
SKJUL	1
CATHRARINA HELENA	2
CHRISTINA EMELIA	1
CHRISTOFFER REINHOLD	1
AMALIA NICOLINA	1
CHRISTINA EMELIE	3
RAGNHILD AMANDA	5
HERRMAN JULIUS	1
ROBERT AXEL IVAN	1
LAUR. MARIA CHARLOTTA	1
JON (JON)	1
GRELS	140
ANDREAS ALEXANDER	2
RUTH HILDEGARD	6
JOHAN AMATUS	1
JULIUS CONSTANS ALBERT	1
TYRA LOVISA	7
JOH: NICKLAS	1
MATTS V.	1
ERNST VICTOR GABRIEL	1
JOHAN ARNT	1
JOHANNA HEL.	1
ATLE FRANS ANTHON	1
EMERENTIN	1
AUG.	343
HULDA VIKTORIA KAROLINA	2
SVEA BARBARA	1
ALBERTINA ELVIRA (AMALIA ALBERTINA)	1
MATTS W.	1
EMERENTIA	48
AUGUSTA KR.	1
BR. ISR.	1
VIKTOR IMMANUEL	1
WALFRID WALENTIN	1
UNO KONRAD MANDARINO	1
KLARA MATILDA LAURA	1
JOHAN ARON	123
MÄRTHA C.	3
TECLA VILHELMINA	1
FRITS ANSELM	1
AND ABR JOHAN	1
ANNA CAROLINA OLIVIA	1
LARS REINHOLD	6
KRIST. SOFIA BEATA	2
NILS SANDFRID	1
JOAN	1
CAJSA MAG¤	1
BARB¤	1
MAGDALENA DESIDERIA	4
KATHARINA EMELINA	1
CAJSA MAJA	50
LYDIA HORENTIA	1
[LISA ALBERTINA] KAJSA LOVISA	1
AUG:	1
OSKAR ENGELBRET	1
FANNY KORONA	1
ANNA KAROLINA	1529
[ESTER] GÖTA LINNÉA CHARLOTTA	1
HENRIK JOH.	7
HALLY LINNEA	1
LEOPOLD JOHANNES	1
ENG. GUSTAFVA	1
RUBEN ANDREAS	4
PAUL HIDRIC GEORG	1
ANDER KONSTANTIN	1
KAJSA JOHANA	1
MARGARETA VIKTORIA	7
ASTRID ALTÉA	1
FRITS	7
JUDIT JOSEFINA MATILDA	1
EVA ALVINA	2
FRITZ	35
LUDVIK	1
ÄLDRE OLOF	4
KATTRINA MARGR.	1
LUDVIG	289
EVA MATIL.	1
LARS ALEX	3
ANNA BETTY CHARLOTTA	2
CATHRINA MARGARETHA	1
WERA ELISABET	2
ERIK ADVARD	1
PER MATHIAS	14
ELIN NANNY VIKTORIA	2
GUSTAF ADAM	1
OLA PETTER	1
GERDA EMELIA	2
JOH. OL	6
JOH. P.	49
CLARA OTTILIA	1
AMANDA AUG.	1
KAROLINA JAKOBINA	3
FRITS MARTIALIS	1
KARL IVAN HILARIUS	1
OSKAR ARVY	2
ERIK OSSIAN	8
GERDA JULIA HENRIETTA	1
CHRISTOFFER MATHIAS	1
MARG. JOHA	1
AXEL FERD. NIK.	1
MARG. JOH.	2
LARS ALGOT	15
JEANNETTE	1
MARGTA. CECILIA	1
KATRINA MARGR.	15
GERTR. MAGD	3
ISIDOR ADRIAN	2
JOH. O.	2
SIGNE KAROLINA FRIEDEL	1
GUSTAVA CHARLOTTA	20
ELISAB. ERIKA	2
ERIK RUDOF	1
ELEONORA CECILIA	1
HELGA SOFIA	10
LARS SIGFRID	5
ELEONORA	69
MARIA VILHNA	1
JOEN	81
ANNA VILHELM.	5
JOEL	92
ELISABET HELENA	30
PEHR LUDWIG	3
CHRIST:A ELIS	1
JOHANNES FRITHIOFF	1
RAGNHILD EDVINA	1
BRITA KARL.	1
KATHRINA AGATA	1
GUSTAF HERMAN ENGELBERT	6
FRITIOF VALDEMAR	1
IVAR NIKOLAUS	3
OSKARIA	2
ALBERT. FREDR.	2
AURORA EUGENIA	2
ERNST WILHELM FRITHIOF	1
AUGUST WALTER	2
STINA GUNILLA	13
JOHANNA GUSTA.	1
GUSTAF DANIEL ANTONIO	1
TECLA EVELINA	1
SIGRID WILHELMINA TERESIA	1
ANNA EDITH DEBORA	1
A: N.	1
MARIA VILHMA	1
ADAM WALFRID	1
CHARLOTTA DESIDERIA	3
CAISA CAROLINA	2
BEATA MAGD.	21
¤NA KATARINA	1
GEORG EUGENE	1
MÄRTA OL. ER.	1
SAMUEL EMANUEL	1
HANS FREDR	2
LARS ALB.	1
JOHANNA CHRISTINA ALBERTINA	1
JOHAN DAVID GERVASIUS	3
CATH. M.	1
CATAR. CHRISTINA	1
JOH.	2933
ZANDRA KRISTINA	3
OL.MIKT.	1
ELIN LOVISA JOSEFINA	1
ERICA MARIA AUGUSTA	1
HANS LEO	3
THOR AUGUSTIUS TIMOTHEUS	1
AMALIA WICTORIA	1
MARGRETA ELISABETH	78
HILDUR KATHARINA	5
MARGR. WILHELM.	1
CHARLOTTA MARGRETA JOSEFINA	1
JOH:	142
THEODOR LEONARD	2
DÖDFÖDT. GOSSEBARN	1
EBBA ANDREA	1
HINDRIK PETTER	2
CARL JOHAN HILMER	1
JOHA	8
SYSTER MARIE SOFIE	1
ESKER OLOF	2
PER FERDINAND	10
ELIN MARGRETA	93
CECLIA	1
HANS FRED.	3
MARGR. WILHELMA	1
ERIK HJALMAR ULRIK	1
HENRIK JOEL	1
ARTUR EDVIN	2
ADELIA JOHANNA AURORA	1
JOHAN THURE	2
WULF	1
(J.) (E.) JOHAN BERNHARD	1
RICKARD JOSUA	1
JOH. FREDRIKA	1
MARIA GERTRUD	1
CAJSA WILHELMINA	9
PAULINA REGINA	2
LOVISA VICTORIA	5
AMANDA THEODORA	2
HALVAR AMANDUS	1
A: P:	1
PER JOHAN AUGUST REINHOLD	3
AMALIA ALB.A	1
OLGA KORNELIA	3
(NILS OLOF)SAMUEL ADOLF	1
ODAL JOHANNES	1
FÖDD BERGLUND,ANNA MATHILDA	1
NILS IVAR	8
INGR. JOH.	2
JOH. GUST. VIKTORIA	1
OLOF WILLIHAD	1
JOH. J.	1
VERNER ALLAN	1
JAK. PETER	1
CARL RUDOLF FREDRIK	1
¤RS ANTON	1
ELOF ERIK	1
CATH. L.	1
ISAK GU..	1
JOHAN VILLHARD	1
LISA ANTONETTA	2
EUGENIA HELENA	3
JOHN	139
KLARA JOHA.	2
OLGA JOSEFINA ELISABET	1
ULRICA CAROL.	1
EMMA WILHELMINA	35
MATHILDA EUFRROSYNA	1
JOHS	3
HILMA FREDRIKA AMALIA	1
CLARA MATILDA	2
BRITA CHRISTIANA	4
JAKOB HJALMAR	3
HILMA ARVIDA	1
CATHARINA MARGARETHA	43
CARL (JACOB) JOHAN	1
OL. BERNH.	5
JOH. G:	1
MATHILDA HENRIETTE	1
JOH¤	8
N. KRISTIAN	1
PEHR AXEL LEON.	1
MICK. NOACH.	1
JOHAN WILLEHAD	25
KIMLIN	1
MAGD. JOH. EMMA	2
AN¤ MARG.	1
JOH. H.	2
ERIK SANFRID	1
OL. BERNDT	1
ERNST JOHAN EINAR	1
ERIC RUPERT	4
GÄRDA KATARINA	2
CHRISTOPHER JOHAN	1
CATTHARINA CHARLOTTA	1
RINALDO SEVERIN	1
ERIK ABRAM.	1
¤DERS GUSTAF	1
PÄR ERIK	3
INGID MÄRTA	1
FREDRIK FABIAN	4
AXEL MARIUS	1
JOH. ER	7
S. TL.	1
GEORG WILHELM	7
SIGRID CHRISTINA	37
YNGVE ANDREAS	2
CARL JOHAN SEVERIN	2
JULIUS JUSTINUS	1
SEGRI MARGARETA	3
JOH. G.	15
JOHAN ADOLF SIGFRID	1
VIKTOR ALBERT	1
PEHR ER. CONR.	1
ELIN GUSTFVA	1
EDLA FAUSTA ZENOBIA	1
(INGA) MARTA HELENA	1
LENA CAJSA	444
PÄR ERIC	13
HUBERT RUDOLF	1
CONRAD	121
MARIA FREDRIKA	556
FRANS EDV.	4
JON.	336
JAN GUSTAF	7
LARS ABRAM.	2
ALIDIA VICTORIA	1
HUGO VILHELM	1
INGEBORG NAEMI	1
JON:	11
ADAM GUSTAF	8
ARVID ALEXIUS	1
